,Folder,DateTime,SN,Detect OK! Use time,at@gpsengine,Enable GPS Module OK! Use time,TTFF,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,GPS Signal Test PASS! Use time,Defective
149,LI5-1834230M,2018-03-09 09:34:03,G9HW-52N-8XP,1558.144,1,0.61,41.0,41.0,40.0,41.0,40.0,41.0,41.0,41.0,41.0,97.03,0.0
150,LI5-1834230M,2018-03-09 09:35:31,G9NS-GTG-F63,2171.131,1,0.61,31.0,41.0,40.0,28.0,40.0,41.0,42.0,42.0,41.0,34.04,0.0
151,LI5-1834230M,2018-03-09 09:31:11,G9U3-6E5-WS3,1460.2220000000002,1,0.61,24.0,41.0,40.0,41.0,40.0,41.0,41.0,41.0,41.0,27.31,0.0
152,LI5-1834230M,2018-03-09 09:36:13,G9V5-GVE-VGR,1711.989,1,3.58,32.0,40.0,40.0,30.0,40.0,41.0,41.0,41.0,41.0,67.37,0.0
153,LI5-1834230M,2018-03-09 09:33:56,G9VW-6EG-PUC,1990.858,1,0.61,120.0,40.0,40.0,29.0,40.0,41.0,42.0,42.0,41.0,120.301,0.0
154,LI5-1834230M,2018-03-09 09:29:41,GA73-NT4-686,1368.004,1,3.58,27.0,41.0,40.0,41.0,40.0,41.0,41.0,41.0,41.0,30.840999999999998,0.0
155,LI5-1834230M,2018-03-09 09:28:30,GACP-3A3-364,1680.636,1,3.59,38.0,40.0,40.0,29.0,40.0,41.0,42.0,42.0,41.0,99.37,0.0
156,LI5-1834230M,2018-03-09 09:26:35,GAMJ-Y42-MF6,1165.7,1,3.58,34.0,41.0,40.0,41.0,40.0,29.0,41.0,41.0,41.0,37.33,0.0
157,LI5-1834230M,2018-03-09 09:24:57,GAMM-Y2E-K4H,1071.643,1,0.61,35.0,41.0,40.0,41.0,40.0,40.0,40.0,40.0,41.0,38.96,0.0
158,LI5-1834230M,2018-03-09 09:25:43,GAN6-VGT-BMC,1526.2779999999998,1,0.61,35.0,40.0,39.0,29.0,39.0,41.0,42.0,42.0,41.0,89.86,0.0
159,LI5-1834230M,2018-03-09 09:23:04,GANK-XW9-AV5,1410.942,1,3.58,39.0,40.0,39.0,29.0,39.0,41.0,42.0,42.0,41.0,44.09,0.0
160,LI5-1834230M,2018-03-09 09:22:49,GAZR-ZHB-YXC,892.182,1,3.58,35.0,41.0,40.0,41.0,40.0,40.0,41.0,41.0,41.0,87.48,0.0
161,LI5-1834230M,2018-03-09 09:21:13,GB29-GPW-W7S,1309.9080000000001,1,0.61,22.0,38.0,28.0,38.0,27.0,41.0,42.0,42.0,41.0,36.21,0.0
162,LI5-1834230M,2018-03-09 09:20:11,GBAA-E53-EZR,785.018,1,0.61,33.0,41.0,40.0,41.0,40.0,42.0,42.0,42.0,42.0,35.29,0.0
163,LI5-1834230M,2018-03-09 09:18:28,GBGP-RB6-ZUX,641.49,1,3.58,25.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,75.641,0.0
164,LI5-1834230M,2018-03-09 09:15:40,GBN4-869-BF5,512.696,1,3.58,33.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,33.6,0.0
165,LI5-1834230M,2018-03-09 09:16:30,GBPZ-ZGJ-MJT,970.232,1,3.58,28.0,38.0,28.0,38.0,27.0,38.0,38.0,38.0,38.0,89.81,0.0
166,LI5-1834230M,2018-03-09 09:13:48,GC5A-NVV-JSD,371.01599999999996,1,0.61,29.0,40.0,40.0,40.0,40.0,41.0,41.0,41.0,41.0,69.17,0.0
167,LI5-1834230M,2018-03-09 09:13:58,GC6D-SF7-AA4,816.703,1,3.58,39.0,39.0,38.0,28.0,38.0,38.0,39.0,38.0,39.0,98.33,0.0
168,LI5-1834230M,2018-03-09 09:11:10,GCB2-7CP-W32,257.465,1,3.58,28.0,40.0,40.0,40.0,40.0,41.0,42.0,41.0,41.0,30.36,0.0
169,LI5-1834230M,2018-03-09 09:11:01,GCYX-U45-MP5,697.095,1,3.59,34.0,41.0,40.0,40.0,41.0,40.0,41.0,41.0,40.0,36.62,0.0
170,LI5-1834230M,2018-03-09 09:09:41,GD3H-GRZ-5E5,152.343,1,3.58,36.0,40.0,40.0,40.0,40.0,40.0,41.0,40.0,40.0,39.59,0.0
171,LI5-1834230M,2018-03-09 09:09:00,GD3T-D4P-8NV,523.818,1,3.58,23.0,40.0,40.0,40.0,40.0,40.0,41.0,41.0,40.0,84.17,0.0
172,LI5-1834230M,2018-03-09 09:07:57,GD8N-47C-KF9,6.05,1,3.57,40.0,42.0,42.0,42.0,42.0,,,,,95.95,0.0
173,LI5-1834230M,2018-03-09 09:06:26,GDCR-UJU-MH7,417.884,1,3.58,35.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,38.12,0.0
174,LI5-1834230M,2018-03-09 09:05:15,GDWS-8RW-ZN2,503.31,1,0.61,41.0,42.0,42.0,42.0,42.0,43.0,42.0,42.0,42.0,83.85,0.0
175,LI5-1834230M,2018-03-09 09:02:41,GE7B-86C-K4Y,413.819,1,0.61,30.0,,,,,41.0,41.0,41.0,41.0,32.21,0.0
176,LI5-1834230M,2018-03-09 09:04:29,GEAC-G4P-XEK,250.61599999999999,1,3.55,28.0,38.0,39.0,39.0,39.0,,,,,89.33,0.0
177,LI5-1834230M,2018-03-09 10:57:53,GEKW-EUF-DDN,2322.754,1,0.61,120.0,38.0,38.0,29.0,38.0,36.0,37.0,36.0,28.0,120.99,0.0
178,LI5-1834230M,2018-03-09 10:57:13,GFUD-5JW-3GZ,1714.027,1,3.57,120.0,,,,,38.0,38.0,38.0,38.0,120.32,0.0
179,LI5-1834230M,2018-03-09 10:58:49,GH4J-PX7-SK9,1898.26,1,0.61,24.0,,,,,30.0,39.0,39.0,39.0,35.02,0.0
180,LI5-1834230M,2018-03-09 11:00:59,GHEE-T8T-PS3,2538.895,1,0.61,47.0,36.0,35.0,27.0,36.0,36.0,37.0,36.0,28.0,102.64,0.0
181,LI5-1834230M,2018-03-09 11:02:06,GHZ3-73T-URF,2036.144,1,0.61,36.0,40.0,40.0,40.0,39.0,30.0,39.0,39.0,39.0,94.181,0.0
182,LI5-1834230M,2018-03-09 11:04:05,GJ7A-9DY-PP7,2713.735,1,0.61,120.0,36.0,35.0,27.0,36.0,36.0,37.0,36.0,28.0,120.98100000000001,0.0
183,LI5-1834230M,2018-03-09 11:04:52,GJGG-X5S-HCH,2190.9829999999997,1,3.55,46.0,40.0,40.0,40.0,39.0,38.0,29.0,38.0,38.0,102.41,0.0
184,LI5-1834230M,2018-03-09 11:06:52,GJGX-996-9GE,2880.301,1,3.55,40.0,37.0,37.0,26.0,37.0,36.0,37.0,36.0,28.0,98.66,0.0
185,LI5-1834230M,2018-03-09 10:49:41,GJMR-PVP-GYY,1349.8929999999998,1,3.55,29.0,,,,,38.0,38.0,38.0,38.0,32.44,0.0
186,LI5-1834230M,2018-03-09 11:17:40,GMTC-HD6-647,3011.6020000000003,1,3.55,49.0,37.0,29.0,37.0,37.0,38.0,39.0,29.0,30.0,51.26,0.0
187,LI5-1834230M,2018-03-09 11:18:34,GPE2-WN2-W6K,3563.066,1,0.61,120.0,37.0,37.0,26.0,37.0,36.0,37.0,36.0,28.0,121.04,0.0
188,LI5-1834230M,2018-03-09 11:20:20,GPEC-PF7-8VP,3123.952,1,0.61,56.0,37.0,29.0,37.0,37.0,38.0,39.0,29.0,30.0,98.95,0.0
189,LI5-1834230M,2018-03-09 11:15:25,GRJ4-C9F-K65,3375.993,1,0.61,120.0,37.0,37.0,26.0,37.0,36.0,37.0,36.0,28.0,121.19,0.0
190,LI5-1834230M,2018-03-09 11:15:40,GSE8-MYE-P7R,2908.176,1,0.61,34.0,37.0,29.0,37.0,37.0,38.0,39.0,29.0,30.0,36.16,0.0
191,LI5-1834230M,2018-03-09 11:14:07,GU8T-SV9-AU3,2756.5159999999996,1,3.55,32.0,41.0,41.0,35.0,41.0,38.0,39.0,29.0,30.0,91.90100000000001,0.0
192,LI5-1834230M,2018-03-09 11:09:37,GUNZ-9DV-ZRM,2518.149,1,0.61,34.0,40.0,40.0,40.0,39.0,39.0,39.0,39.0,30.0,63.18,0.0
193,LI5-1834230M,2018-03-09 11:10:30,GUVE-NE3-7TN,3146.048,1,3.55,27.0,37.0,37.0,26.0,37.0,36.0,37.0,36.0,28.0,58.18,0.0
194,LI5-1834230M,2018-03-09 11:11:26,GVEV-HVV-EM5,2642.927,1,3.58,27.0,40.0,40.0,40.0,39.0,38.0,39.0,29.0,30.0,45.85,0.0
195,LI5-1834230M,2018-03-09 11:12:02,GWDR-T6A-E2D,3266.587,1,0.61,24.0,37.0,37.0,26.0,37.0,36.0,37.0,36.0,28.0,27.55,0.0
196,LI5-1834230M,2018-04-09 18:02:08,GDYD-N5U-WUY,30.072,1,3.55,32.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,,32.63,0.0
197,LI5-1834230M,2018-04-09 18:04:20,GMHB-7KM-U6M,171.165,1,0.61,24.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,24.96,0.0
198,LI5-1834411M,2018-04-03 23:21:51,G2PX-U7Y-HKE,6064.281999999999,1,3.58,35.0,46.0,46.0,46.0,45.0,46.0,46.0,46.0,46.0,38.41,0.0
199,LI5-1834411M,2018-04-03 23:04:21,G44J-NWG-XFD,4856.7970000000005,1,3.57,38.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,40.0,40.99,0.0
200,LI5-1834411M,2018-04-03 23:52:35,G4C5-MVC-AHK,767.341,1,3.58,30.0,45.0,45.0,45.0,45.0,45.0,45.0,27.0,45.0,32.12,0.0
201,LI5-1834411M,2018-04-03 23:19:24,G4GC-EWN-B8D,5760.736,1,0.6,27.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0,57.42,0.0
202,LI5-1834411M,2018-04-03 22:36:06,G4S8-TT9-ATC,3334.12,1,0.61,23.0,44.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,26.5,0.0
203,LI5-1834411M,2018-04-03 23:35:23,G4VK-E2E-C23,6878.5869999999995,1,0.61,36.0,44.0,45.0,45.0,45.0,42.0,42.0,42.0,43.0,39.08,0.0
204,LI5-1834411M,2018-04-03 22:59:35,G5DC-M29-29X,4728.24,1,0.61,39.0,42.0,42.0,42.0,43.0,42.0,42.0,42.0,42.0,41.41,0.0
205,LI5-1834411M,2018-04-03 21:46:55,G6FP-CPZ-3W3,241.38,1,0.6,26.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,28.39,0.0
206,LI5-1834411M,2018-04-03 22:56:27,G6ZA-C2T-Z8Z,4414.398,1,0.6,24.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,30.0,26.46,0.0
207,LI5-1834411M,2018-04-03 23:14:36,G88C-ABC-BYY,5630.885,1,3.58,33.0,45.0,46.0,45.0,46.0,46.0,46.0,46.0,42.0,36.8,0.0
208,LI5-1834411M,2018-04-03 23:28:44,G892-GBN-CPG,6338.154,1,0.6,36.0,32.0,40.0,40.0,40.0,30.0,40.0,40.0,40.0,40.01,0.0
209,LI5-1834411M,2018-04-03 23:26:25,G8BG-6E7-5NU,6180.91,1,0.6,39.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,41.0,41.32,0.0
210,LI5-1834411M,2018-04-03 23:08:44,G8HJ-PRB-CN6,5136.657,1,3.57,35.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,38.24,0.0
211,LI5-1834411M,2018-04-03 23:02:23,G8PX-PCB-DPF,4896.598,1,3.57,35.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,42.0,38.1,0.0
212,LI5-1834411M,2018-04-03 23:06:51,G8Z3-35D-WUP,5017.219,1,3.56,41.0,41.0,41.0,41.0,41.0,40.0,40.0,40.0,41.0,44.69,0.0
213,LI5-1834411M,2018-04-03 23:01:27,G986-99E-H57,4690.928,1,0.6,28.0,41.0,41.0,41.0,41.0,40.0,40.0,40.0,40.0,31.59,0.0
214,LI5-1834411M,2018-04-03 21:48:56,G9VW-YMP-XBW,363.276,1,0.6,24.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,27.51,0.0
215,LI5-1834411M,2018-04-03 23:49:54,GAB8-KPC-PEM,602.192,1,3.58,35.0,46.0,46.0,46.0,46.0,45.0,45.0,27.0,45.0,36.37,0.0
216,LI5-1834411M,2018-04-03 21:58:22,GAC5-F8P-TZT,1054.965,1,3.57,35.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,38.68,0.0
217,LI5-1834411M,2018-04-03 22:47:26,GARE-W8A-X2T,3862.437,1,0.6,35.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,40.0,37.4,0.0
218,LI5-1834411M,2018-04-03 22:54:14,GAV7-EW9-K6N,4269.769,1,0.6,36.0,40.0,40.0,40.0,40.0,41.0,41.0,41.0,30.0,38.08,0.0
219,LI5-1834411M,2018-04-03 23:13:57,GB8N-4A9-8A5,5454.111,1,0.6,33.0,41.0,42.0,41.0,41.0,41.0,41.0,42.0,41.0,37.04,0.0
220,LI5-1834411M,2018-04-03 22:27:35,GB94-9SA-5VC,2812.117,1,0.61,35.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,38.501,0.0
221,LI5-1834411M,2018-04-03 22:50:35,GBT5-9RN-A6J,4194.693,1,3.58,29.0,42.0,27.0,42.0,42.0,43.0,42.0,42.0,43.0,32.97,0.0
222,LI5-1834411M,2018-04-03 22:55:05,GBZG-2V3-T2A,4462.128,1,3.58,32.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.0,34.56,0.0
223,LI5-1834411M,2018-04-03 21:42:31,GC8D-4JW-Z7X,4.79,1,0.6,0.0,40.0,40.0,41.0,40.0,40.0,40.0,39.0,40.0,0.12,0.0
224,LI5-1834411M,2018-04-03 22:58:57,GCR5-BCH-SPM,4559.8859999999995,1,0.6,28.0,41.0,41.0,41.0,41.0,39.0,39.0,39.0,38.0,30.97,0.0
225,LI5-1834411M,2018-04-03 22:21:55,GDSD-2HX-99U,2338.673,1,3.57,26.0,27.0,27.0,26.0,27.0,41.0,41.0,41.0,41.0,28.15,0.0
226,LI5-1834411M,2018-04-03 21:57:57,GFA8-PHJ-XWA,892.003,1,3.56,32.0,41.0,41.0,41.0,41.0,39.0,39.0,39.0,28.0,35.84,0.0
227,LI5-1834411M,2018-04-03 23:32:57,GFPC-6G2-YSH,6593.601,1,3.56,31.0,40.0,40.0,40.0,41.0,40.0,40.0,40.0,40.0,34.61,0.0
228,LI5-1834411M,2018-04-03 22:51:56,GFSV-FDP-PA7,4135.4529999999995,1,0.6,32.0,41.0,29.0,41.0,40.0,41.0,41.0,41.0,30.0,35.38,0.0
229,LI5-1834411M,2018-04-03 22:46:59,GG4B-KU7-GNG,3972.137,1,0.61,39.0,44.0,44.0,44.0,28.0,44.0,44.0,44.0,44.0,42.53,0.0
230,LI5-1834411M,2018-04-03 23:29:36,GGEY-MUK-WZH,6532.281,1,3.57,32.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,35.43,0.0
231,LI5-1834411M,2018-04-03 23:55:35,GGKN-29K-7TM,944.7689999999999,1,3.58,32.0,44.0,44.0,44.0,44.0,45.0,45.0,27.0,45.0,34.66,0.0
232,LI5-1834411M,2018-04-03 23:27:06,GGSS-FA7-E6J,6386.526,1,3.58,28.0,45.0,45.0,44.0,44.0,44.0,45.0,44.0,46.0,31.160999999999998,0.0
233,LI5-1834411M,2018-04-03 23:09:00,GGTV-SCN-SKR,5292.411,1,0.61,40.0,46.0,46.0,46.0,46.0,45.0,46.0,46.0,42.0,42.25,0.0
234,LI5-1834411M,2018-04-03 23:54:17,GHVT-NK3-JFZ,353.348,1,0.6,119.0,,,,,41.0,41.0,41.0,41.0,120.05,1.0
235,LI5-1834411M,2018-04-03 22:28:27,GJ3W-F47-PTX,2725.281,1,3.57,29.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,32.58,0.0
236,LI5-1834411M,2018-04-03 23:56:13,GJAC-CSW-392,549.056,1,3.57,35.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0,41.0,36.91,0.0
237,LI5-1834411M,2018-04-03 23:50:46,GJBH-593-MKB,225.94,1,0.6,35.0,,,,,41.0,41.0,41.0,41.0,35.89,0.0
238,LI5-1834411M,2018-04-03 22:25:24,GK56-7V4-EFW,2680.051,1,3.58,35.0,46.0,46.0,46.0,45.0,46.0,46.0,46.0,46.0,35.59,0.0
239,LI5-1834411M,2018-04-03 21:42:36,GK89-ZBY-6HR,119.93,1,3.57,25.0,42.0,42.0,43.0,42.0,42.0,42.0,42.0,42.0,27.7,0.0
240,LI5-1834411M,2018-04-03 23:11:19,GMZF-4S3-9CU,5292.845,1,3.57,36.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,41.0,37.4,0.0
241,LI5-1834411M,2018-04-03 23:35:55,GN7B-GT5-8UM,6763.115,1,3.57,36.0,40.0,40.0,40.0,41.0,41.0,41.0,41.0,32.0,43.08,0.0
242,LI5-1834411M,2018-04-03 22:57:06,GN8J-S6U-FEE,4590.544,1,0.61,28.0,42.0,42.0,42.0,43.0,42.0,42.0,42.0,43.0,30.15,0.0
243,LI5-1834411M,2018-04-03 23:31:48,GNB5-8VG-F2T,6665.899,1,0.61,35.0,44.0,45.0,45.0,45.0,44.0,45.0,45.0,46.0,36.78,0.0
244,LI5-1834411M,2018-04-03 23:24:24,GNEG-5SV-7XG,6219.64,1,3.57,35.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,36.04,0.0
245,LI5-1834411M,2018-04-03 23:19:36,GNKC-77V-Y2E,5938.184,1,0.61,29.0,45.0,45.0,45.0,45.0,46.0,45.0,46.0,46.0,32.48,0.0
246,LI5-1834411M,2018-04-03 23:58:35,GPES-JP2-HTF,1097.075,1,0.64,35.0,43.0,43.0,43.0,43.0,45.0,45.0,27.0,45.0,46.61,0.0
247,LI5-1834411M,2018-04-03 23:43:13,GPZ2-4A8-M7D,7123.482,1,3.54,120.0,40.0,40.0,40.0,41.0,41.0,41.0,41.0,32.0,120.84,1.0
248,LI5-1834411M,2018-04-03 22:25:26,GR5Z-W3S-TT4,2550.7729999999997,1,0.6,27.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,29.04,0.0
249,LI5-1834411M,2018-04-03 22:30:49,GS8Z-B75-6CX,2844.3559999999998,1,3.57,38.0,41.0,41.0,40.0,41.0,40.0,40.0,40.0,40.0,40.26,0.0
250,LI5-1834411M,2018-04-03 22:31:25,GSRP-DDG-8WA,3038.2259999999997,1,0.61,38.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,41.41,0.0
251,LI5-1834411M,2018-04-03 22:21:25,GSTZ-VZZ-6TG,2434.903,1,3.58,38.0,46.0,46.0,46.0,45.0,46.0,46.0,46.0,46.0,41.75,0.0
252,LI5-1834411M,2018-04-03 21:34:45,GTEE-ZY5-9PU,6.44,1,0.6,35.0,,,,,35.0,35.0,36.0,35.0,37.96,0.0
253,LI5-1834411M,2018-04-03 23:23:49,GTRF-EYA-A7H,6043.4,1,3.56,35.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,42.0,36.8,0.0
254,LI5-1834411M,2018-04-03 22:44:50,GTV8-YNV-GJF,3704.4590000000003,1,0.6,37.0,41.0,41.0,40.0,41.0,40.0,40.0,40.0,40.0,39.37,0.0
255,LI5-1834411M,2018-04-03 23:59:24,GU3S-VEW-Y3C,687.092,1,3.57,29.0,44.0,44.0,44.0,44.0,41.0,41.0,41.0,41.0,89.801,0.0
256,LI5-1834411M,2018-04-03 22:16:36,GU95-JK9-8H2,2160.5170000000003,1,0.62,27.0,43.0,43.0,43.0,43.0,43.0,42.0,43.0,42.0,30.08,0.0
257,LI5-1834411M,2018-04-03 23:39:53,GUUZ-HRM-BRD,5.0,1,0.61,36.0,42.0,42.0,42.0,42.0,,,,,36.39,0.0
258,LI5-1834411M,2018-04-03 21:51:25,GUXP-EZP-6WM,501.584,1,0.6,34.0,41.0,41.0,41.0,41.0,45.0,45.0,45.0,45.0,37.21,0.0
259,LI5-1834411M,2018-04-03 23:21:27,GUXP-FX6-6TN,5908.861999999999,1,0.6,29.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,32.3,0.0
260,LI5-1834411M,2018-04-03 22:01:21,GVT2-A79-E6N,1235.531,1,3.58,36.0,44.0,44.0,43.0,44.0,44.0,44.0,44.0,44.0,38.12,0.0
261,LI5-1834411M,2018-04-03 23:16:35,GVXD-5HC-DAE,5759.512,1,0.61,29.0,45.0,46.0,45.0,46.0,46.0,46.0,46.0,46.0,31.13,0.0
262,LI5-1834411M,2018-04-03 22:49:50,GWUN-YKE-ARH,4002.915,1,3.56,36.0,41.0,41.0,41.0,41.0,42.0,41.0,41.0,40.0,37.96,0.0
263,LI5-1834411M,2018-04-03 21:39:24,GWX9-B2Y-65E,4860.7970000000005,1,3.57,38.0,41.0,41.0,41.0,41.0,,,,,40.99,0.0
264,LI5-1834411M,2018-04-03 23:44:22,GXFC-72D-EA6,273.298,1,3.55,33.0,46.0,46.0,46.0,46.0,,,,,34.24,0.0
265,LI5-1834411M,2018-04-03 22:52:36,GXUM-HR5-H33,4311.75,1,3.57,33.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,43.0,35.92,0.0
266,LI5-1834411M,2018-04-03 23:11:36,GY5C-V65-VUJ,5453.4169999999995,1,0.61,34.0,45.0,46.0,46.0,46.0,45.0,46.0,46.0,42.0,37.29,0.0
267,LI5-1834411M,2018-04-03 23:30:57,GYUH-EVM-3AJ,6473.813,1,3.57,32.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,40.0,34.38,0.0
268,LI5-1834411M,2018-04-03 22:33:52,GYZZ-AZW-YRU,3185.382,1,0.61,40.0,44.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,41.25,0.0
269,LI5-1834411M,2018-04-03 23:16:42,GZ7G-77G-UVK,5617.1990000000005,1,0.6,36.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,41.0,38.94,0.0
270,LI5-1834411M,2018-04-03 23:04:59,GZEB-AYZ-R5T,5054.665,1,0.61,36.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,42.0,39.0,0.0
271,LI5-1834411M,2018-04-03 22:33:43,GZP7-DV6-ENC,3035.454,1,0.6,40.0,41.0,41.0,40.0,41.0,41.0,41.0,41.0,41.0,41.38,0.0
272,LI5-1834411M,2018-04-04 07:07:05,G235-PBF-M6G,6255.724,1,0.61,28.0,45.0,45.0,46.0,46.0,,,,,30.78,0.0
273,LI5-1834411M,2018-04-04 11:18:32,G23B-D53-PGV,2030.415,1,3.56,29.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,41.0,32.85,0.0
274,LI5-1834411M,2018-04-04 07:45:41,G246-BNJ-Y58,474.27,1,3.56,35.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,37.4,0.0
275,LI5-1834411M,2018-04-04 08:05:09,G2DT-3BK-HH3,6050.984,1,0.61,29.0,46.0,46.0,46.0,46.0,46.0,46.0,28.0,46.0,32.81,0.0
276,LI5-1834411M,2018-04-04 06:13:54,G2ER-SNF-MG7,4682.51,1,3.56,39.0,42.0,42.0,42.0,42.0,41.0,41.0,28.0,26.0,82.84,0.0
277,LI5-1834411M,2018-04-04 07:44:19,G2FC-694-DWN,709.416,1,0.61,26.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,28.43,0.0
278,LI5-1834411M,2018-04-04 01:09:15,G2G9-WKX-4AD,4848.14,1,3.57,119.0,41.0,41.0,40.0,41.0,40.0,40.0,41.0,40.0,120.09,1.0
279,LI5-1834411M,2018-04-04 05:21:36,G2HS-YXP-XVW,4402.016,1,0.61,37.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,,40.18,0.0
280,LI5-1834411M,2018-04-04 06:52:15,G2HX-T9F-MBH,365.24199999999996,1,0.6,40.0,42.0,42.0,43.0,42.0,,,,,43.13,0.0
281,LI5-1834411M,2018-04-04 03:24:35,G2KB-T3U-ZAE,1467.808,1,3.58,34.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,44.0,36.31,0.0
282,LI5-1834411M,2018-04-04 07:39:35,G2KH-7PX-XF6,8209.158000000001,1,0.61,25.0,45.0,45.0,45.0,45.0,,,,,28.38,0.0
283,LI5-1834411M,2018-04-04 01:57:27,G2N6-PF4-NU5,544.1659999999999,1,0.6,24.0,46.0,46.0,46.0,47.0,47.0,47.0,46.0,,27.11,0.0
284,LI5-1834411M,2018-04-04 08:34:09,G2PT-Y43-44D,7791.678000000001,1,3.58,26.0,45.0,45.0,45.0,46.0,46.0,46.0,28.0,46.0,29.16,0.0
285,LI5-1834411M,2018-04-04 04:47:35,G2SJ-C84-23S,2376.545,1,0.61,22.0,47.0,46.0,47.0,46.0,46.0,46.0,46.0,,25.6,0.0
286,LI5-1834411M,2018-04-04 06:21:24,G2UC-N7N-U3B,5975.328,1,3.58,39.0,33.0,45.0,45.0,28.0,45.0,45.0,45.0,45.0,104.85,0.0
287,LI5-1834411M,2018-04-04 03:55:35,G2UE-KVR-BWS,4641.444,1,3.58,35.0,45.0,45.0,45.0,45.0,45.0,44.0,45.0,45.0,38.08,0.0
288,LI5-1834411M,2018-04-04 02:05:12,G378-NH8-JPT,998.293,1,0.6,35.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,,37.98,0.0
289,LI5-1834411M,2018-04-04 07:55:36,G37J-RE3-EB8,9161.591999999999,1,0.61,33.0,42.0,42.0,41.0,42.0,42.0,42.0,42.0,42.0,35.99,0.0
290,LI5-1834411M,2018-04-04 07:19:34,G39B-8NE-K4A,7002.481,1,0.61,32.0,42.0,42.0,42.0,42.0,,,,,34.02,0.0
291,LI5-1834411M,2018-04-04 07:26:35,G39D-8UN-ZC4,7424.852,1,3.57,26.0,41.0,41.0,41.0,42.0,,,,,29.73,0.0
292,LI5-1834411M,2018-04-04 11:29:02,G3CP-ZC3-NS6,2663.2309999999998,1,0.6,26.0,40.0,40.0,40.0,40.0,41.0,41.0,41.0,41.0,28.8,0.0
293,LI5-1834411M,2018-04-04 06:11:05,G3ER-67N-XB8,4478.642,1,0.6,37.0,43.0,43.0,43.0,43.0,41.0,41.0,28.0,26.0,120.38,0.0
294,LI5-1834411M,2018-04-04 06:22:45,G3G2-57F-EXK,8183.0869999999995,1,3.57,24.0,47.0,48.0,47.0,48.0,47.0,47.0,26.0,30.0,33.15,0.0
295,LI5-1834411M,2018-04-04 04:36:26,G3G6-PEZ-NB2,1802.16,1,0.61,34.0,47.0,47.0,48.0,48.0,47.0,47.0,48.0,47.0,37.97,0.0
296,LI5-1834411M,2018-04-04 11:21:20,G3GP-W8B-FFP,2145.015,1,0.6,74.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,41.0,77.94,0.0
297,LI5-1834411M,2018-04-04 04:25:38,G3HS-ERM-DAF,1152.407,1,0.61,36.0,48.0,48.0,48.0,48.0,47.0,47.0,47.0,47.0,39.73,0.0
298,LI5-1834411M,2018-04-04 03:57:51,G3K6-PG9-E7J,1758.888,1,0.61,35.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,46.0,37.43,0.0
299,LI5-1834411M,2018-04-04 02:22:24,G3KW-XXP-4D9,4615.584,1,0.61,38.0,45.0,46.0,45.0,45.0,45.0,45.0,45.0,41.0,40.01,0.0
300,LI5-1834411M,2018-04-04 02:15:54,G3NG-ES4-JH7,686.5939999999999,1,0.61,35.0,45.0,44.0,45.0,45.0,46.0,46.0,45.0,46.0,96.051,0.0
